Employee_id,First_Name,Last_Name,Age,Gender,Date_of_Birth,Date_Joined,Date_Resigned,Department,Salary,Performance_level
280,Sean,Mason,24,Male,2000-09-01,2023-02-04,2026-08-07,Customer Service,128901,Exceeds
281,Victor,Parker,27,Male,1997-06-07,2022-11-03,2025-08-03,Marketing,122811,Exceeds
282,Adam,Brown,55,Male,1969-02-11,2021-11-03,2027-07-07,IT,106308,Needs Improvement
283,Steven,Haney,34,Male,1990-06-22,2020-01-06,2026-04-10,Finance,166968,Below
284,Sheryl,Mcdaniel,60,Male,1964-07-19,2022-08-09,2027-11-04,Finance,170049,Exceeds
285,Angela,Sullivan,37,Male,1987-11-07,2020-06-04,2027-09-07,Engineering,143251,Outstanding
286,Madison,Bridges,18,Female,2006-10-05,2023-03-03,2027-07-11,IT,183348,Outstanding
287,Cynthia,Murray,24,Male,2000-01-03,2020-12-02,2028-07-05,HR,148300,Below
288,Joanna,Vega,51,Male,1973-09-19,2023-03-07,2028-02-11,IT,157521,Needs Improvement
289,Tamara,Jackson,22,Male,2002-06-23,2021-02-09,2025-07-02,Finance,161379,Needs Improvement
290,Bullock,Smith,37,Female,1987-07-12,2023-07-07,2027-02-12,Finance,172469,Meets
291,Elizabeth,Smith,70,Male,1954-03-20,2020-12-02,2027-03-09,Operations,4237,Exceeds
292,William,Ward,31,Female,1993-10-25,2022-12-11,2025-02-08,IT,66387,Meets
293,Todd,Wilson,55,Male,1969-08-14,2022-06-10,2025-08-10,Finance,174024,Needs Improvement
294,Traci,Barnett,61,Female,1963-02-06,2022-08-04,2026-02-04,Customer Service,107065,Exceeds
295,Jonathan,Bell,35,Male,1989-04-04,2021-08-06,2028-05-05,Finance,66488,Meets
296,Vargas,Schroeder,66,Female,1958-02-16,2022-11-02,2027-01-10,Marketing,111532,Meets
297,David,Myers,53,Female,1971-08-30,2021-01-09,2028-12-09,IT,129405,Below
298,Olivia,Rowland,30,Male,1994-10-29,2023-02-11,2026-06-06,IT,127012,Outstanding
299,Brittany,Green,66,Male,1958-11-09,2022-06-09,2028-01-02,Customer Service,195264,Outstanding
300,Nancy,Clayton,41,Male,1983-12-26,2020-01-11,2026-03-10,IT,134910,Needs Improvement
301,Danielle,Ward,25,Female,1999-12-12,2023-03-11,2028-06-04,Sales,104225,Outstanding
302,Mark,Cross,38,Female,1986-04-04,2022-09-03,2028-02-05,Sales,122113,Outstanding
303,Jerry,Love,28,Female,1996-03-16,2021-03-06,2027-03-10,HR,76522,Meets
304,Brian,Patterson,31,Male,1993-08-20,2023-02-10,2026-10-02,Marketing,137736,Outstanding
305,John,George,70,Male,1954-02-23,2021-02-09,2028-03-06,Customer Service,45438,Outstanding
306,Daniel,May,33,Female,1991-03-12,2022-07-04,2028-02-01,Finance,125743,Exceeds
307,Kelly,Myers,36,Female,1988-12-23,2023-02-11,2027-07-04,IT,173238,Below
308,Victor,Solis,32,Male,1992-12-09,2023-09-04,2025-01-06,Sales,173521,Exceeds
309,Pope,Gibson,67,Female,1947-07-07,2021-02-04,2027-02-08,Engineering,51153,Exceeds
310,Faulkner,Holt,57,Female,1967-09-22,2022-08-10,2027-02-02,Customer Service,93818,Meets
311,Thomas,Gonzalez,25,Male,1999-08-07,2021-05-03,2028-07-06,HR,97771,Needs Improvement
312,Daniel,Burton,22,Female,2002-08-08,2020-03-02,2028-04-01,Engineering,94282,Exceeds
313,Lori,Williams,40,Male,1984-12-12,2022-01-09,2028-12-08,Finance,40076,Needs Improvement
314,Paula,King,42,Male,1982-06-28,2021-02-08,2028-11-10,Marketing,9069,Below
315,William,Bailey,42,Male,1982-04-19,2021-02-04,2028-12-10,Sales,51430,Below
316,David,Adams,48,Male,1976-03-16,2021-02-03,2027-06-06,Operations,135108,Below
317,Jerry,Bradley,53,Male,1971-02-09,2023-01-05,2028-08-05,IT,149742,Below
318,Julie,Koch,58,Male,1966-10-20,2020-03-10,2027-02-06,Customer Service,50920,Meets
319,Gregory,Murphy,27,Male,1997-04-21,2023-07-07,2026-09-11,Sales,135903,Meets
320,Joe,White,51,Female,1973-07-16,2023-03-12,2027-10-05,HR,101002,Exceeds
321,William,Bell,26,Female,1998-03-17,2020-04-06,2028-08-03,HR,92233,Exceeds
322,Dorothy,Williams,38,Female,1986-01-15,2023-11-07,2026-01-10,Finance,186965,Exceeds
323,Jack,Bryant,43,Female,1981-08-21,2020-05-04,2027-03-08,IT,51676,Meets
324,Johnny,Hughes,41,Female,1983-09-08,2022-02-02,2025-01-11,Customer Service,135838,Meets
325,Gonzalez,Hill,57,Female,1967-10-07,2021-04-06,2027-08-10,IT,113928,Below
326,Crystal,Allen,53,Female,1971-03-22,2021-01-06,2027-02-11,Sales,45015,Outstanding
327,Michael,Bryce,53,Female,1971-01-26,2022-04-12,2026-11-02,Operations,158052,Meets
328,Robert,Butler,24,Female,2000-04-17,2022-06-06,2025-12-10,Marketing,52517,Outstanding
329,Thomas,King,60,Female,1964-11-05,2021-11-03,2028-04-12,IT,151302,Meets
330,Daniel,Mcguire,65,Female,1959-06-05,2021-07-11,2028-01-01,Engineering,4199,Needs Improvement
331,Michael,Knox,69,Male,1955-08-19,2023-01-06,2025-10-11,Finance,123819,Below
332,Ashley,Wilson,42,Female,1982-03-15,2022-03-07,2025-10-05,Sales,65164,Below
333,Tracy,Kim,63,Male,1961-09-05,2023-09-11,2026-11-08,Operations,110214,Below
334,Janet,Johnson,52,Female,1972-01-24,2020-12-10,2028-04-06,HR,83361,Meets
335,Jasmine,Baldwin,41,Male,1983-06-22,2021-03-07,2027-09-07,IT,68080,Exceeds
336,Jennifer,Mcguire,30,Male,1994-05-01,2022-03-04,2027-06-06,Marketing,166560,Below
337,Matthew,Johnston,36,Male,1988-05-22,2021-04-07,2028-02-05,Customer Service,104281,Exceeds
338,Anthony,Dillon,34,Female,1990-09-03,2023-05-04,2026-10-09,Sales,14828,Exceeds
339,Veronica,Moran,27,Female,1997-02-04,2021-07-12,2028-10-04,IT,130085,Outstanding
340,Tyler,Bray,18,Male,2006-01-15,2020-03-03,2026-09-06,Finance,63592,Meets
341,John,Mullen,44,Female,1980-12-05,2023-04-07,2025-06-07,Marketing,155120,Needs Improvement
342,Charles,Hodges,22,Female,2002-03-04,2023-04-02,2025-12-10,Marketing,176789,Below
343,Christopher,Davis,45,Male,1979-08-03,2022-10-07,2028-04-10,HR,124125,Needs Improvement
344,Barnes,Johnson,67,Female,1957-06-17,2022-04-12,2025-02-06,Marketing,38709,Exceeds
345,Timothy,Valdez,61,Male,1963-03-16,2022-07-07,2025-12-09,Sales,51870,Meets
346,Kevin,Freeman,29,Female,1995-03-01,2020-08-07,2028-09-04,Operations,190926,Below
347,Christina,Wyatt,28,Male,1996-12-28,2023-01-11,2026-12-03,Finance,67212,Meets
348,Victor,Pham,26,Male,1998-02-02,2023-06-01,2025-12-09,Operations,40785,Exceeds
349,James,Lee,63,Male,1961-08-21,2022-06-09,2025-04-12,IT,82582,Below
350,Robert,Mcmahon,37,Female,1987-04-13,2020-01-08,2027-05-10,Engineering,125649,Exceeds
351,Kristin,Lowe,25,Female,1999-08-01,2022-02-11,2028-08-08,IT,72046,Needs Improvement
352,Mitchell,Orr,64,Male,1960-08-07,2022-02-12,2025-07-10,Customer Service,83104,Needs Improvement
353,Kevin,Harrell,30,Male,1994-04-19,2023-06-06,2025-11-08,Engineering,171199,Outstanding
354,Thomas,Smith,38,Female,1986-04-12,2021-08-09,2025-05-01,Finance,2521,Meets
355,Wendy,Clarke,21,Male,2003-01-22,2021-03-05,2027-02-08,Engineering,173084,Exceeds
356,Christopher,Duran,45,Female,1979-01-01,2023-07-03,2026-11-11,Sales,68491,Below
357,Jason,Reese,57,Female,1967-01-21,2020-04-01,2027-04-10,IT,143549,Needs Improvement
358,Michael,Harris,45,Male,1979-10-14,2021-06-01,2027-09-09,Customer Service,50952,Outstanding
359,Amy,Edwards,36,Female,1988-09-07,2022-04-03,2028-09-06,Engineering,32405,Meets
360,Nicholas,Garcia,57,Female,1967-10-27,2023-07-12,2026-07-11,IT,6417,Needs Improvement
361,Vincent,Monroe,61,Female,1963-09-20,2017-06-11,2025-10-25,Marketing,120926,Outstanding
362,Manuel,Torres,27,Male,1997-04-23,2021-05-10,2028-05-07,Operations,5536,Outstanding
363,Dakota,Taylor,50,Female,1974-01-27,2023-01-03,2028-01-03,Operations,125050,Exceeds
364,Madeline,Sellers,38,Male,1986-11-11,2021-02-06,2028-06-05,IT,48447,Exceeds
365,Kayla,Phillips,32,Female,1992-07-23,2022-08-07,2025-09-05,Customer Service,193284,Meets
366,Andrew,Chen,50,Male,1974-02-16,2023-01-11,2025-04-10,Engineering,87606,Below
367,Jonathan,Tran,29,Female,1995-08-14,2023-08-08,2027-03-08,Finance,16497,Outstanding
368,Tiffany,Obrien,32,Male,1992-06-01,2021-09-05,2027-12-06,Engineering,130692,Meets
369,Laura,Williams,26,Male,1998-04-15,2020-05-03,2027-04-04,Finance,194325,Exceeds
370,Cole,Glover,19,Female,2005-08-15,2022-02-05,2027-12-02,IT,165978,Below
371,Bryan,Lopez,61,Male,1963-12-12,2020-04-12,2025-02-08,Engineering,33705,Needs Improvement
372,Natalie,Murillo,30,Male,1994-03-05,2020-09-04,2027-02-11,Sales,56406,Meets
373,James,Jimenez,52,Male,1972-12-16,2019-04-01,2025-04-10,IT,166935,Meets
374,Katelyn,Cox,21,Female,2003-12-11,2023-04-11,2025-07-05,Operations,53993,Exceeds
375,Robert,Hill,49,Male,1975-06-11,2020-08-01,2027-03-03,Operations,139692,Below
376,Jennifer,Roberts,55,Male,1969-03-25,2021-05-02,2027-03-16,Marketing,156079,Outstanding
377,Monica,Livingston,29,Male,1995-08-20,2022-09-05,2027-06-11,Operations,72391,Below
378,Reilly,Stephens,41,Male,1983-06-30,2023-07-09,2027-07-02,Marketing,132732,Needs Improvement
379,Dustin,Wang,30,Male,1994-09-08,2022-06-09,2025-03-08,Engineering,55902,Meets
380,David,Howell,31,Female,1993-05-17,2023-02-05,2027-01-07,Operations,110179,Outstanding
381,Gail,Valdez,24,Female,2000-01-10,2021-03-12,2027-04-03,Marketing,134653,Outstanding
382,Sheila,Perez,19,Male,2005-10-25,2022-01-08,2025-04-12,Finance,107643,Outstanding
383,Amy,Miller,41,Male,1983-06-08,2022-02-02,2025-04-08,Operations,175029,Needs Improvement
384,Daniel,Patterson,29,Female,1995-02-21,2022-06-05,2027-10-10,IT,69957,Needs Improvement
385,Karen,Collins,36,Female,1988-09-12,2022-05-04,2025-06-04,HR,31216,Meets
386,Kyle,Reynolds,47,Male,1977-12-17,2020-08-07,2025-09-05,Sales,179071,Meets
387,Calvin,Jordan,44,Female,1980-10-05,2021-10-07,2025-01-05,IT,161223,Outstanding
388,Lindsay,Thompson,56,Male,1968-03-11,2022-02-05,2027-01-09,Operations,122265,Below
389,Debra,Mckay,35,Male,1989-12-28,2021-01-07,2027-03-11,Sales,175230,Outstanding
390,Barbara,Henderson,52,Male,1972-09-28,2022-08-12,2025-05-03,Operations,92397,Meets
391,Lauren,Gardner,45,Male,1979-12-12,2020-02-03,2027-08-05,Engineering,9985,Below
392,Jeffery,Lawson,58,Female,1966-09-21,2022-03-09,2026-02-02,Marketing,12738,Outstanding
393,Darren,Anthony,62,Male,1962-02-07,2021-03-10,2025-01-03,Sales,165157,Needs Improvement
394,Jason,Barrett,24,Male,2000-09-13,2021-03-03,2025-04-05,IT,16112,Below
395,Harry,Hart,18,Female,2006-04-03,2023-09-05,2025-03-01,Operations,99676,Below
396,Tanya,Gardner,18,Male,2006-05-29,2018-06-07,2027-07-16,HR,40814,Exceeds
397,Gary,Hall,21,Female,2003-05-21,2020-01-10,2027-03-12,Operations,122462,Needs Improvement
398,Megan,Mendez,47,Male,1977-10-27,2021-06-08,2025-06-06,IT,112965,Below
399,James,Patton,58,Male,1966-05-18,2022-07-09,2025-10-12,Engineering,163027,Meets
400,Breanna,Grant,59,Female,1965-09-12,2023-07-04,2025-06-06,Finance,156047,Below
401,Crystal,Chen,50,Female,1974-09-24,2023-05-10,2025-07-03,IT,127796,Meets
402,Christopher,Myers,46,Male,1978-07-18,2021-03-03,2027-08-01,Sales,193684,Meets
403,Sarah,Washington,44,Female,1980-07-31,2020-09-01,2025-06-11,HR,78886,Outstanding
404,Craig,Dudley,63,Male,1961-08-09,2022-06-05,2025-11-12,Customer Service,128623,Below
405,Julie,Gibson,43,Female,1981-08-25,2020-09-03,2027-07-01,Marketing,40930,Needs Improvement
406,Tina,Benson,62,Female,1962-02-25,2018-04-07,2025-02-01,IT,185699,Below
407,Robert,Allen,62,Male,1962-04-16,2021-08-07,2027-08-05,IT,73109,Meets
408,Thomas,Davis,66,Male,1958-05-28,2023-05-05,2025-05-06,IT,132267,Meets
409,Amanda,Ruiz,53,Male,1971-01-23,2019-03-05,2027-03-05,Marketing,139173,Below
410,Ricardo,Johnston,50,Female,1974-06-10,2020-11-03,2026-01-05,Marketing,145817,Below
411,Michael,Garner,37,Male,1987-11-22,2022-02-07,2027-07-03,IT,59518,Exceeds
412,James,Johnson,22,Female,2002-07-12,2022-12-10,2025-12-09,HR,93992,Meets
413,Amanda,Allen,62,Male,1962-12-24,2021-01-06,2027-02-04,Finance,103772,Below
414,Denise,Gerald,43,Male,1981-06-30,2023-07-06,2025-07-12,Operations,161842,Below
415,Angela,Lam,39,Female,1985-02-11,2022-09-11,2028-12-05,Operations,109774,Exceeds
416,Gina,Bonilla,22,Female,2002-10-18,2021-02-05,2027-01-11,Customer Service,137832,Meets
417,Tyler,Cordova,29,Male,1995-11-17,2021-05-11,2027-01-09,Engineering,31919,Needs Improvement
418,Madison,Roberson,58,Male,1966-03-30,2021-08-01,2025-11-02,Operations,191084,Below
419,Tiffany,Garrett,27,Male,1997-12-17,2022-01-05,2027-10-12,Operations,13472,Meets
420,Knox,Anderson,35,Male,1989-09-25,2023-02-09,2025-08-07,HR,163150,Meets
421,Rebecca,Thomas,52,Female,1972-04-13,2021-11-08,2027-07-07,Customer Service,64730,Exceeds
422,Matthew,Lewis,41,Male,1983-01-29,2023-05-07,2025-09-08,IT,55115,Meets
423,John,Johnson,43,Female,1981-12-30,2020-02-07,2025-10-06,Operations,100040,Outstanding
424,David,Silva,52,Female,1972-10-13,2020-02-03,2026-06-04,Finance,35262,Meets
425,William,Yang,64,Male,1960-11-25,2023-08-05,2025-04-16,Sales,84235,Exceeds
426,Donald,Hill,59,Male,1965-09-13,2020-05-05,2027-09-12,Operations,132242,Below
427,Michael,Benson,45,Male,1979-10-26,2020-06-12,2025-07-01,Customer Service,159856,Below
428,Rodgers,Curtis,51,Male,1973-06-12,2022-11-04,2027-09-05,Finance,151195,Needs Improvement
429,Jason,Ryan,19,Male,2005-12-16,2022-09-03,2025-02-06,HR,121297,Outstanding
430,Kayla,Reese,22,Female,2002-12-15,2022-03-10,2025-02-07,Engineering,121264,Exceeds
431,Kristin,Diaz,57,Male,1967-03-18,2021-02-12,2025-08-05,IT,177049,Meets
432,Mark,Jones,23,Female,2001-02-16,2022-12-03,2025-09-18,Operations,105387,Below
433,Holland,Brown,46,Male,1978-04-23,2020-07-04,2026-04-09,Finance,66156,Exceeds
434,Destiny,Davis,20,Female,2004-05-18,2020-12-05,2026-12-09,Customer Service,95422,Outstanding
435,John,Reese,52,Male,1972-02-06,2020-05-12,2028-07-08,Marketing,107269,Meets
436,Christopher,Jones,44,Male,1980-07-28,2022-12-03,2025-10-12,Marketing,41909,Meets
437,Tommy,Arnold,23,Female,2001-05-19,2020-01-17,2025-09-08,HR,12759,Exceeds
438,Linda,Johnson,28,Male,1996-10-13,2020-11-04,2026-12-11,Operations,58066,Below
439,Vicki,Oneill,22,Male,2002-05-07,2017-05-05,2027-03-01,Operations,137480,Exceeds
440,James,Booker,61,Female,1963-09-30,2023-01-04,2026-04-02,Sales,141049,Below
441,Stacy,Clark,43,Male,1981-10-25,2020-02-08,2026-10-06,Customer Service,30887,Needs Improvement
442,Michael,Clarke,24,Female,2000-07-15,2020-02-04,2027-09-05,Operations,3057,Exceeds
443,Wanda,Scott,46,Male,1978-03-15,2020-02-09,2025-12-05,IT,6575,Below
444,Janice,Walls,33,Male,1991-08-04,2021-06-09,2027-02-03,Engineering,15004,Meets
445,Vargas,Carlson,56,Male,1968-12-24,2023-05-05,2025-10-04,Operations,58160,Exceeds
446,Jasmine,Walker,64,Female,1960-09-09,2021-01-10,2026-04-02,HR,135386,Meets
447,Ford,Smith,37,Male,1987-10-09,2020-02-07,2027-01-01,Operations,189493,Needs Improvement
448,Shane,Simpson,33,Female,1991-03-19,2022-06-10,2025-09-04,Sales,158719,Meets
449,James,Matthews,53,Female,1971-05-29,2021-02-07,2026-03-09,Sales,56214,Outstanding
450,Joseph,Huang,19,Female,2005-01-24,2020-03-10,2025-01-03,IT,74571,Meets
451,Tyler,Yu,34,Male,1990-09-26,2023-02-07,2026-12-11,Customer Service,198119,Outstanding
452,John,Ashley,68,Female,1956-07-21,2021-01-04,2027-12-08,Finance,69947,Meets
453,Juan,Lewis,31,Female,1993-03-11,2019-06-07,2025-04-12,Operations,111765,Outstanding
454,Margaret,Salazar,18,Male,2006-11-04,2020-09-11,2025-10-08,IT,127176,Outstanding
455,Carolyn,Benjamin,23,Male,2001-02-22,2021-03-11,2026-09-05,Engineering,85927,Meets
456,Shirley,Byrd,61,Female,1963-07-04,2021-07-04,2027-07-09,HR,137932,Needs Improvement
457,Alyssa,Cox,26,Male,1998-03-03,2022-01-07,2027-10-03,IT,55521,Needs Improvement
458,Andrew,Gardner,55,Male,1969-06-08,2020-09-03,2026-06-03,IT,148776,Needs Improvement
459,Matthew,Nelson,47,Female,1977-03-15,2022-01-06,2027-09-04,Customer Service,85807,Outstanding
460,Cassandra,Smith,44,Female,1980-05-20,2021-10-04,2026-09-03,Engineering,137111,Outstanding
461,Paul,Adkins,59,Female,1965-03-24,2022-04-05,2025-09-07,Engineering,60854,Meets
462,Anna,Rodriguez,47,Female,1977-01-04,2020-07-10,2027-02-08,Sales,175179,Meets
463,Paul,Williams,41,Female,1983-05-25,2023-05-06,2027-11-12,HR,38363,Outstanding
464,Elizabeth,Little,60,Female,1964-09-30,2021-02-10,2027-04-03,Operations,158740,Below
465,Natalie,Jones,59,Female,1965-11-26,2023-12-06,2025-09-01,Operations,50721,Exceeds
466,Austin,Stanley,58,Male,1966-11-14,2018-03-06,2028-10-04,Customer Service,136051,Exceeds
467,Deborah,Morton,24,Male,2000-06-24,2020-01-01,2027-06-10,Finance,163985,Exceeds
468,Lopez,Jones,35,Female,1989-07-23,2020-07-06,2026-12-07,Sales,139230,Below
469,Charles,Lindsey,29,Male,1995-06-11,2020-02-01,2026-07-03,HR,37582,Below
470,Michelle,Thompson,62,Female,1962-10-03,2022-02-09,2025-04-08,HR,71144,Below
471,Sharon,Johnson,45,Male,1979-09-12,2020-02-08,2026-04-05,IT,87302,Below
472,Christopher,Farrell,37,Female,1987-08-14,2023-03-01,2027-08-10,HR,46469,Needs Improvement
473,Michael,Deborah,68,Male,1956-01-10,2020-01-03,2027-08-04,Sales,13839,Outstanding
474,Sara,Harper,40,Male,1984-06-29,2023-12-03,2025-04-01,Engineering,136235,Meets
475,Deanna,Martinez,25,Female,1999-10-23,2021-02-11,2027-07-06,Customer Service,184360,Exceeds
476,Ronald,Clark,44,Female,1980-04-24,2020-03-08,2027-10-11,Operations,139474,Below
477,Shawn,Williams,27,Male,1997-12-02,2021-12-12,2025-10-05,Marketing,68248,Outstanding
478,Melissa,Swanson,35,Female,1989-06-30,2023-02-05,2027-05-03,Operations,189505,Outstanding
479,Angelica,Jones,66,Female,1958-04-03,2022-02-08,2027-10-01,Finance,118853,Exceeds
480,Craig,Ochoa,21,Female,2003-05-27,2020-09-08,2026-03-10,HR,96653,Meets
481,Angela,Cross,24,Male,2000-10-27,2020-06-10,2026-02-09,Sales,149326,Meets
482,Walter,Reed,48,Female,1976-03-15,2021-11-05,2026-05-11,Customer Service,73481,Outstanding
483,Anthony,Robinson,43,Male,1981-03-28,2022-02-01,2026-04-05,Customer Service,156135,Meets
484,Jacqueline,Brown,24,Male,2000-09-20,2023-02-01,2025-05-12,Operations,73022,Outstanding
485,Melissa,Oneill,47,Female,1977-05-23,2023-09-11,2026-09-11,IT,144212,Needs Improvement
486,Tiffany,James,42,Female,1982-04-19,2020-06-05,2026-03-07,Engineering,38816,Outstanding
487,Hannah,Kramer,48,Male,1976-04-12,2020-10-08,2027-07-08,IT,155247,Outstanding
488,Yvonne,Barber,33,Female,1991-02-12,2021-02-03,2025-09-01,Marketing,115343,Meets
489,Jerry,Jenkins,56,Male,1968-09-27,2023-02-12,2026-04-02,Finance,157029,Meets
490,Valerie,Cowan,34,Female,1990-03-07,2022-11-07,2025-01-01,Customer Service,162189,Outstanding
491,Lindsey,Ferrell,27,Female,1997-06-04,2021-02-12,2027-08-08,Operations,97976,Meets
492,Corey,Lopez,38,Male,1986-10-11,2020-08-02,2027-07-07,HR,8880,Outstanding
493,Nancy,Dominguez,67,Female,1957-10-10,2022-01-04,2025-09-10,Marketing,11606,Needs Improvement
494,Patrick,Salazar,70,Male,1954-11-01,2021-04-08,2026-07-05,IT,183081,Outstanding
495,Robert,Martin,42,Male,1982-07-04,2021-02-05,2025-04-11,Finance,60918,Needs Improvement
496,Evan,Burnett,21,Female,2003-09-13,2021-01-01,2027-10-02,HR,167725,Meets
497,Michael,Williams,44,Male,1980-01-28,2020-03-08,2027-12-09,Marketing,156569,Exceeds
498,Matthew,Thomas,66,Male,1958-03-07,2021-08-10,2026-03-02,Sales,149943,Needs Improvement
499,Sergio,Beck,31,Female,1993-04-25,2023-02-12,2026-02-11,HR,157417,Below
500,James,Andersen,28,Male,1996-08-20,2021-04-05,2025-09-07,Marketing,171914,Below
501,Kathy,Johnson,32,Female,1992-09-23,2023-06-08,2025-09-11,IT,145448,Outstanding
502,Robert,Griffin,48,Female,1976-05-21,2021-01-03,2027-02-07,Finance,53795,Below
503,Manuel,Johnson,67,Male,1957-01-28,2021-04-05,2027-04-12,HR,194293,Meets
504,Shelby,King,53,Male,1971-08-17,2019-03-04,2025-09-11,Finance,69912,Exceeds
505,Kara,Hendricks,38,Female,1986-04-16,2021-07-04,2025-08-12,Customer Service,131427,Exceeds
506,Carlos,Martin,30,Male,1994-02-03,2020-11-08,2027-08-22,Sales,192887,Exceeds
507,Alexander,Jacobs,47,Male,1977-12-23,2020-01-03,2026-04-08,Engineering,68617,Needs Improvement
508,Robert,Daniel,35,Female,1989-06-07,2022-01-06,2027-04-06,Finance,12071,Meets
509,Allison,Donovan,44,Male,1980-03-25,2020-04-11,2027-03-01,Customer Service,60060,Below
510,Shari,Sanchez,70,Male,1954-11-14,2021-02-07,2026-08-07,Finance,41698,Meets
511,Robert,Shields,29,Female,1995-11-30,2020-04-02,2026-03-11,Finance,58589,Needs Improvement
512,Samantha,Payne,58,Female,1966-02-08,2021-12-03,2027-04-04,HR,39306,Below
513,Laura,Taylor,28,Male,1996-05-29,2021-02-09,2025-12-03,HR,84757,Outstanding
514,Elizabeth,Rowland,56,Female,1968-08-16,2022-01-08,2027-04-11,IT,125042,Exceeds
515,John,Rodriguez,32,Female,1992-02-07,2023-01-09,2026-12-01,Engineering,99403,Below
516,Courtney,Wright,22,Female,2002-09-16,2020-04-02,2026-01-06,HR,113530,Meets
517,Emily,Gonzalez,30,Male,1994-02-19,2023-05-03,2025-01-04,Marketing,198840,Below
518,Michael,Calderon,32,Female,1992-01-27,2018-02-11,2028-05-11,Finance,154093,Meets
519,Mack,Hall,66,Female,1958-10-11,2022-06-01,2025-10-06,Operations,120725,Needs Improvement
520,Sarah,Porter,28,Male,1996-04-17,2020-02-06,2025-02-01,Finance,161207,Exceeds
521,Bradley,Smith,20,Male,2000-01-05,2020-08-10,2025-10-03,HR,37658,Meets
522,Anthony,Armstrong,22,Male,2002-01-12,2023-11-01,2025-02-17,Sales,94302,Below
523,James,Moore,33,Female,1991-04-05,2022-01-03,2026-08-05,Finance,60744,Meets
524,Douglas,Li,40,Male,1984-05-29,2022-08-02,2027-01-02,Finance,125629,Outstanding
525,Jon,Pearson,38,Male,1986-12-19,2021-02-02,2027-10-06,IT,33656,Exceeds
526,Stark,Pitts,27,Male,1997-01-21,2023-06-07,2027-10-05,IT,2656,Exceeds
527,Jason,Newman,40,Female,1984-10-04,2019-07-10,2025-08-10,Engineering,145109,Exceeds
528,Lee,Peck,18,Female,2006-03-29,2020-01-11,2027-08-05,Customer Service,193440,Meets
529,Justin,Castro,31,Female,1993-11-30,2021-08-07,2026-02-10,Marketing,140756,Needs Improvement
530,Jenkins,Vaughn,22,Female,2002-10-18,2017-09-04,2028-07-01,Sales,181148,Needs Improvement
531,Robert,Gallagher,47,Female,1977-09-04,2022-03-01,2025-10-04,HR,45632,Below
532,Joan,Moore,28,Female,1996-09-19,2022-02-12,2025-06-02,Finance,4935,Meets
533,Megan,Mayo,44,Male,1980-05-14,2020-04-06,2026-09-18,Customer Service,168064,Needs Improvement
534,Michael,Colon,60,Female,1964-03-22,2020-05-09,2026-02-03,Engineering,6876,Below
535,David,Carlson,33,Male,1991-02-22,2023-09-09,2025-09-10,Operations,165237,Needs Improvement
536,Melissa,Noble,70,Female,1954-10-02,2023-01-01,2026-11-07,HR,174889,Meets
537,Scott,Smith,26,Male,1998-11-30,2020-11-07,2027-04-03,HR,176518,Below
538,Kevin,Reeves,32,Female,1992-02-05,2021-03-02,2027-10-10,Finance,150995,Below
539,Susan,Johnson,53,Female,1971-10-22,2021-04-09,2026-08-10,IT,10995,Below
540,Emma,Sullivan,45,Female,1979-03-03,2022-08-05,2026-04-03,Operations,36720,Meets
541,Mark,Bass,50,Female,1974-01-28,2023-08-03,2027-03-04,Engineering,45418,Needs Improvement
542,Tracy,Sanchez,66,Male,1958-03-17,2023-11-04,2025-04-08,IT,5597,Needs Improvement
543,Theresa,Smith,40,Male,1984-08-24,2022-12-12,2025-01-03,Sales,70035,Needs Improvement
544,Shari,Gilbert,29,Male,1995-04-16,2022-09-07,2026-02-09,Finance,12254,Below
545,Roy,Payne,52,Male,1972-09-19,2023-01-03,2025-06-03,Marketing,173434,Outstanding
546,Tina,Green,33,Female,1991-10-16,2020-01-03,2026-03-11,Engineering,166151,Meets
547,Brooke,Donaldson,30,Male,1994-11-23,2022-03-12,2025-04-10,Operations,199233,Meets
548,Amy,Joe,70,Female,1954-03-05,2021-03-05,2026-04-04,Marketing,39072,Below
549,Robert,Pace,48,Female,1976-11-13,2021-02-08,2025-12-01,Operations,186723,Meets
550,Kenneth,Green,29,Female,1995-05-26,2021-02-03,2027-12-07,Operations,44099,Meets
551,Andre,Rush,37,Male,1987-11-25,2020-01-06,2027-03-01,Finance,115084,Needs Improvement
552,Lauren,Fuentes,28,Male,1996-04-29,2022-02-12,2025-08-09,IT,57517,Exceeds
553,Tammy,Blackwell,69,Female,1955-02-20,2017-07-06,2025-06-12,Engineering,166098,Meets
554,John,Butler,35,Male,1989-07-02,2020-07-01,2027-10-01,Finance,99352,Below
555,Billy,Gonzalez,70,Male,1954-01-12,2020-09-12,2026-06-12,Operations,150790,Meets
556,Matthew,Durham,54,Male,1970-11-10,2022-01-05,2027-12-03,HR,137827,Needs Improvement
557,Francisco,Williamson,56,Female,1968-08-08,2021-02-07,2025-01-03,IT,106359,Meets
558,Jill,Compton,23,Male,2001-10-17,2022-01-06,2027-04-08,HR,123606,Needs Improvement
559,Jason,Serrano,45,Male,1979-09-16,2022-01-10,2027-09-10,Sales,154009,Outstanding
560,Amy,Hartman,19,Female,2005-04-23,2022-05-04,2026-01-04,Sales,67737,Needs Improvement
561,Thomas,Hays,36,Female,1988-04-08,2022-06-04,2025-12-11,IT,15403,Meets
